Location Name,Care homes beds,Location Postal Code,Care Services
Three Elms,60,WA5 2UG,Nursing Or Personal Care; Residential Home; Dementia; Older People
Waterside Care Centre,47,WR13 5EQ,Nursing Or Personal Care; Nursing Home; Dementia; Older People
Duncote Hall Nursing Home,40,NN12 8AQ,Nursing Or Personal Care; Nursing Home; Dementia; Older People
Ms Maisie Melanie Bell & Mr Percival Fiztroy Drummond - 40 Lewisham Park,3,SE13 6QZ,Nursing Or Personal Care; Nursing Home; LD & Autism
Essendene EPH,13,CW8 4HR,Nursing Or Personal Care; Residential Home; Dementia; Older People
Rayners Residential Care Home,45,HP6 5UH,Nursing Or Personal Care; Residential Home; Dementia; Older People
The Rose Road Association,15,SO16 5NA,Nursing Or Personal Care; Personal Care; Residential Home; Childrens Home; LD & Autism; Physical Disability; Sensory Impairment; Young Adults
Coxbench Hall,39,DE21 5BB,Nursing Or Personal Care; Residential Home; Older People
Howard Court Care Home,28,CA8 1NH,Nursing Or Personal Care; Residential Home; Dementia; Older People
Woofferton Residential Care Home,15,SY8 4AL,Nursing Or Personal Care; Residential Home; Older People
Ferguson Lodge,46,NE15 7PL,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment
Alistre Lodge Nursing & Care Home,43,FY8 1UR,Nursing Or Personal Care; Nursing Home; Older People
Unity Care,3,B23 7PF,Nursing Or Personal Care; Residential Home; Childrens Home; LD & Autism; Mental Health; Young Adults
Unity Care,5,B6 6NE,Nursing Or Personal Care; Personal Care; Residential Home; Supported Living; LD & Autism; Mental Health; Young Adults
Princess House Seaburn,26,SR6 9NS,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
The Limes Residential Home,34,DE3 0DB,Nursing Or Personal Care; Residential Home; Older People; Physical Disability
Elizabeth Homes,30,DN14 7ST,Nursing Or Personal Care; Residential Home; Dementia; Older People
Bushmead Court Residential Home,27,MK40 3QW,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability
Alderwood L.L.A. Limited - Irchester,6,NN29 7EW,Nursing Or Personal Care; Residential Home; LD & Autism
Alderwood L.L.A. Limited - Rushden,5,NN10 6BB,Nursing Or Personal Care; Residential Home; LD & Autism
Windmill Lodge Care Home,93,SW2 5PY,Nursing Or Personal Care; Nursing Home; Older People
Burgh Heath Lodge,9,KT17 4LP,Nursing Or Personal Care; Residential Home; LD & Autism; Mental Health
Nationwide Community Care Limited - 35 Mede Way,2,CO7 9HW,Nursing Or Personal Care; Residential Home; LD & Autism; Mental Health; Physical Disability; Sensory Impairment; Young Adults
Nationwide Community Care Limited - 3 Cracknell Close,3,CO7 9PY,Nursing Or Personal Care; Residential Home; LD & Autism; Mental Health; Physical Disability; Young Adults
Heightside House Nursing Home,78,BB4 9HG,Nursing Or Personal Care; Nursing Home; Mental Health; Older People; Young Adults
Abbeleigh House,41,RM3 0LS,Nursing Or Personal Care; Residential Home; Dementia; Older People
Woodland Villa Care Home,53,PL3 4HE,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability
Richard House Care Home,33,SK3 8HD,Nursing Or Personal Care; Residential Home; Older People
Ridgemoor Road,8,HR6 8UN,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Young Adults
Brockwell Court Care Home,75,DH8 6AH,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Annefield House Limited,17,DE23 6FT,Nursing Or Personal Care; Residential Home; Mental Health; Older People; Young Adults
Kington Court Nursing Home,48,HR5 3BX,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Sensory Impairment; Young Adults
Southbank,13,HR1 2TQ,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Young Adults
Stuart House,20,HU18 1QS,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Foxearth Lodge Nursing Home,67,IP13 9QY,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Sensory Impairment; Young Adults
Cambridge House,6,CB9 9DJ,Nursing Or Personal Care; Residential Home; LD & Autism; Physical Disability; Young Adults
The Beeches Residential Home,18,CT1 3NF,Nursing Or Personal Care; Residential Home; LD & Autism; Mental Health; Older People; Young Adults
Walton Lodge,20,DN4 7PD,Nursing Or Personal Care; Residential Home; Childrens Home; LD & Autism; Young Adults
Limetree Care Home,92,SW2 3EN,Nursing Or Personal Care; Nursing Home; Dementia
Walliscote Road,8,BS23 1XE,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Physical Disability; Sensory Impairment; Young Adults
Oak View Residential Care Home,51,PO11 0JB,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Young Adults
Mulgrave House Nursing Home,34,LS26 0BP,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Eating Disorder; Physical Disability; Sensory Impairment
Vi and John Rubens House,105,IG2 6JH,Nursing Or Personal Care; Nursing Home; Residential Home; Dementia; Older People
Stella & Harry Freedman House,120,N11 3ND,Nursing Or Personal Care; Nursing Home; Residential Home; Dementia; Older People; Young Adults
Rosetrees,53,N11 3ND,Nursing Or Personal Care; Residential Home; Dementia; Older People
Jack Gardner House,15,NW11 9AG,Nursing Or Personal Care; Residential Home; Mental Health; Young Adults
Oakhaven Residential Care Home,27,GL52 6TB,Nursing Or Personal Care; Residential Home; Older People
Engleburn Care Home,76,BH25 5PN,Nursing Or Personal Care; Residential Home; Dementia; Older People
Bradbury House,50,ME20 7FU,Nursing Or Personal Care; Nursing Home; Dementia; LD & Autism; Older People; Physical Disability; Sensory Impairment; Young Adults
Old Grange,7,EN8 9LT,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Young Adults
Grange Care Services Limited - 27 Flamstead End Road,6,EN8 0JA,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Young Adults
Cedarwood Care Centre,38,B23 5XB,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Greensleeves Residential Care Home,21,SO17 1DN,Nursing Or Personal Care; Residential Home; Dementia; Older People
Barlavington Manor,57,GU28 0JS,Nursing Or Personal Care; Residential Home; Dementia; Older People
Westcliff Lodge Limited,22,SS0 8LQ,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
The Lilacs Residential Home,29,EX4 6NG,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People
Churchill House Care Home,62,SY8 1EL,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability
Greenview Residential Care Home,8,SO51 0JN,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People
Ma-rie House,5,DE15 0NX,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Physical Disability; Sensory Impairment; Young Adults
Bethany House,8,HG2 0JZ,Nursing Or Personal Care; Residential Home; LD & Autism; Mental Health
Sunningdale House,13,HG1 5EN,Nursing Or Personal Care; Residential Home; LD & Autism; Mental Health
Beckenham Park Care Home,100,BR3 3FH,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Sensory Impairment; Young Adults
Ryver House,3,PL5 1QT,Nursing Or Personal Care; Residential Home; LD & Autism; Physical Disability; Sensory Impairment
Oaklands,10,PL9 9BD,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Older People; Physical Disability; Sensory Impairment; Young Adults
The Durnford Society Limited - 31 Parkstone Lane,4,PL7 4DX,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Older People; Physical Disability; Sensory Impairment; Young Adults
Brendoncare Alton,80,GU34 2UU,Nursing Or Personal Care; Nursing Home; Dementia; Older People
Falmouth Court Care Home,66,TR11 2EW,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Cricklade House,4,BS10 6TJ,Nursing Or Personal Care; Residential Home; LD & Autism
Alexandra Care Home,40,NG10 4AA,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Adamstan House Nursing Home,34,WA9 4HG,Nursing Or Personal Care; Nursing Home; Older People
Lakeview Rest Homes,29,FY8 1BE,Nursing Or Personal Care; Residential Home; Dementia; Older People
Newfield Lodge Rest Home,40,FY8 1PU,Nursing Or Personal Care; Residential Home; Dementia; Older People
Brendoncare Froxfield,44,SN8 3JY,Nursing Or Personal Care; Nursing Home; Dementia; Older People
Brendoncare Stildon,32,RH19 1PZ,Nursing Or Personal Care; Nursing Home; Older People
Brendoncare Knightwood,20,SO53 4TL,Nursing Or Personal Care; Residential Home; Older People
Brendoncare Park Road,49,SO23 7BE,Nursing Or Personal Care; Nursing Home; Older People
Brendoncare Meadway,13,SO23 9RF,Nursing Or Personal Care; Residential Home; Older People
Camellia House,4,NG14 6FG,Nursing Or Personal Care; Residential Home; Older People
Westerham Place Residential Care Home,33,TN16 1TD,Nursing Or Personal Care; Residential Home; Older People
The Willows,50,M7 2DX,Nursing Or Personal Care; Nursing Home; Dementia; Older People
Oakbank Care Home,55,M9 5YA,Nursing Or Personal Care; Nursing Home; Older People
Elm Lodge Nursing and Residential Home,64,LU7 2SW,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Biffins Care Home,14,SS3 9JB,Nursing Or Personal Care; Residential Home; Older People
Cherry Leas Care Home,16,CO15 5AP,Nursing Or Personal Care; Residential Home; Older People
Abbey Care Direct Limited,14,SY3 7HW,Nursing Or Personal Care; Personal Care; Residential Home; Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Young Adults
Broadway Lodge Residential Home,18,YO10 4HG,Nursing Or Personal Care; Residential Home; Older People
Holmewood Residential Care Home,26,CA13 0DP,Nursing Or Personal Care; Residential Home; Older People
Chichester Hall Care Home,20,CA7 4QZ,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People
Turfcote Care Home with Nursing,76,BB4 4DP,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Physical Disability; Young Adults
Seabourne House Care Home,48,BH6 3NZ,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People
Nevin House,3,B42 1PE,Nursing Or Personal Care; Residential Home; LD & Autism
Mary & Joseph House,41,M12 6PT,Substance Misuse; Residential Home; Dementia; Mental Health; Older People; Physical Disability; Young Adults
Rosedene Nursing Home,67,SW17 7HJ,Nursing Or Personal Care; Nursing Home; Dementia; LD & Autism; Mental Health; Older People; Young Adults
Holy Cross Care Homes Limited,57,SY2 6AP,Nursing Or Personal Care; Residential Home; Older People
Bradeney House Nursing & Care Home,101,WV15 5NT,Nursing Or Personal Care; Personal Care; Nursing Home; Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Young Adults
Copper Beech,4,RG45 6BQ,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Older People; Sensory Impairment
Tova,8,RG45 6BQ,Nursing Or Personal Care; Residential Home; LD & Autism
The Farm House,8,RG45 6BQ,Nursing Or Personal Care; Residential Home; LD & Autism
The Green,15,RG45 6BQ,Nursing Or Personal Care; Residential Home; LD & Autism
The Tager Centre,16,RG45 6BQ,Nursing Or Personal Care; Residential Home; LD & Autism; Sensory Impairment
Pamela Barnett,16,RG45 6BQ,Nursing Or Personal Care; Residential Home; LD & Autism
The Orchard,10,RG45 6BQ,Nursing Or Personal Care; Residential Home; LD & Autism
The Firs,10,RG45 6BQ,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Older People; Physical Disability; Sensory Impairment
Eretz,10,RG45 6BQ,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Older People; Physical Disability; Sensory Impairment
The Elms,10,RG45 6BQ,Nursing Or Personal Care; Residential Home; LD & Autism
Kadimah,11,RG45 6BQ,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Older People; Physical Disability; Sensory Impairment
Tikvah Woodpeckers,8,RG45 6BQ,Nursing Or Personal Care; Residential Home; LD & Autism; Physical Disability; Sensory Impairment
Norwood - 30 Old Church Lane,8,HA7 2RF,Nursing Or Personal Care; Residential Home; LD & Autism
Norwood - 60 Carlton Avenue,8,HA3 8AY,Nursing Or Personal Care; Residential Home; LD & Autism
Woodcock Dell Avenue,8,HA3 0PW,Nursing Or Personal Care; Residential Home; LD & Autism
Norwood - 159a Station Road,8,NW4 4NH,Nursing Or Personal Care; Residential Home; LD & Autism; Older People
Seymour Gardens,5,IG1 3LP,Nursing Or Personal Care; Residential Home; LD & Autism
Croxteth Park Care Home,42,L11 0BS,Nursing Or Personal Care; Residential Home; Dementia; Older People
Chestnut Lodge,12,BH22 0EN,Nursing Or Personal Care; Residential Home; Older People
Davenport Manor,34,SK3 8SB,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability; Sensory Impairment
Bushell House,31,PR3 2BJ,Nursing Or Personal Care; Residential Home; Older People
Heatherwood Care Centre,23,CR8 3EH,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Mental Health; Older People; Physical Disability; Sensory Impairment
Rushley House Retirement Home,13,LA4 6RH,Nursing Or Personal Care; Personal Care; Residential Home; Older People
Mercers,7,CO1 1XR,Nursing Or Personal Care; Residential Home; LD & Autism
Eastwood House,19,NG16 3HS,Nursing Or Personal Care; Residential Home; Dementia; Older People
Ashlyn Care Home,60,CM20 3HD,Nursing Or Personal Care; Residential Home; Dementia; Older People
Bridge House Care Home,30,GU8 6DB,Nursing Or Personal Care; Personal Care; Residential Home; Older People
Carmel Lodge Care Home,36,SK10 4NJ,Nursing Or Personal Care; Residential Home; Dementia
Furze Hill Lodge,29,KT20 6EP,Nursing Or Personal Care; Residential Home; Older People; Young Adults
Hope Green Residential Home,54,SK10 4NJ,Nursing Or Personal Care; Residential Home; Dementia; Older People
Oaklands Country Rest Home,44,YO26 8DS,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Troutbeck Care Home,54,LS29 9JP,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability
Water Royd Nursing Home,62,S75 3QH,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Willowbank Nursing Home,37,LS15 8SE,Nursing Or Personal Care; Nursing Home; Older People; Young Adults
Sharon and Glen Arnott - 32 Beamont Way,4,SP4 7UA,Nursing Or Personal Care; Residential Home; LD & Autism; Young Adults
Turning Point - Parkview,7,WD24 5HR,Nursing Or Personal Care; Residential Home; LD & Autism; Young Adults
Turning Point - Sybden,6,HP1 3BY,Nursing Or Personal Care; Residential Home; LD & Autism; Young Adults
Turning Point - Marloes Walk,8,CV31 1PA,Nursing Or Personal Care; Residential Home; LD & Autism; Physical Disability; Young Adults
Turning Point - Masons Road,4,CV37 9NX,Nursing Or Personal Care; Residential Home; LD & Autism; Young Adults
Turning Point - Avondale,8,SP1 3JN,Nursing Or Personal Care; Residential Home; LD & Autism; Physical Disability; Young Adults
Turning Point - Birchwood Nursing Home,16,OL4 5PP,Nursing Or Personal Care; Nursing Home; Mental Health; Young Adults
Turning Point - Hollygrove,7,SP2 9BJ,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Young Adults
Turning Point - Willes Road,6,CV31 1BN,Nursing Or Personal Care; Residential Home; LD & Autism; Young Adults
Turning Point - Russell Terrace,6,CV31 1HE,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Young Adults
Turning Point - Alfred Minto House Care Home,10,NG7 7DR,Nursing Or Personal Care; Residential Home; Mental Health; Young Adults
